text;emotion
i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend;joy
i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused;sadness
i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen;fear
i do feel envious of those with kids at certain moments;anger
i was feeling like a pretty crappy mom;sadness
im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week;anger
im not scared at all anymore im fine i feel terrific about the surgery;joy
i still feel vulnerable around him;fear
i honestly am not sure how i feel stunned;surprise
i feel when you are a caring person you attract other caring people into your life;love
im then left feeling quite embarrassed as i say that nothings new;sadness
i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse;sadness
i may or may not have cried when thanking them for making my children feel so special and loved;joy
i really want to go buy some yardage of art gallery just to play with because it feels so amazing;surprise
i feel like shes losing her sense of self to adapt to what she thinks he will be loyal to;love
i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday;sadness
i feel is still really low in my abdomen;sadness
i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever;joy
